student_id,math_score,reading_score,performance_category,passed,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental_level_of_education_bachelor's degree,parental_level_of_education_high school,parental_level_of_education_master's degree,parental_level_of_education_some college,parental_level_of_education_some high school,lunch_standard,test_preparation_course_none,prep_parent_edu_completed_bachelor's degree,prep_parent_edu_completed_high school,prep_parent_edu_completed_master's degree,prep_parent_edu_completed_some college,prep_parent_edu_completed_some high school,prep_parent_edu_none_associate's degree,prep_parent_edu_none_bachelor's degree,prep_parent_edu_none_high school,prep_parent_edu_none_master's degree,prep_parent_edu_none_some college,prep_parent_edu_none_some high school,prep_lunch_completed_standard,prep_lunch_none_free/reduced,prep_lunch_none_standard
242,0.9178847986590046,0.9477903270328718,Excellent,1,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
243,-0.6656990679081803,-1.176531857770759,Average,0,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
244,-0.46775108458728215,-1.2450583798611987,Average,0,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
245,0.5879714931241745,0.33105162821891443,Good,1,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
246,1.2477981041938349,0.4681046723997938,Excellent,1,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
247,1.511728748621699,0.4681046723997938,Excellent,1,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
248,-0.5337337456942483,0.05694553985715561,Good,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
249,-0.07185511794548592,-0.35421359268548264,Good,1,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
250,0.1260928653754122,-0.6283196810472415,Good,1,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
251,-1.2595430178708746,-1.3821114240420782,Average,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
252,0.32404084869631034,0.9477903270328718,Excellent,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
253,-0.4017684234803161,0.05694553985715561,Good,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
254,0.9178847986590046,0.7422107607615527,Excellent,1,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
255,-0.7976643901221123,-1.176531857770759,Average,0,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
256,-0.26980310126638407,0.26252510612847474,Good,1,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
257,-0.13783777905245198,0.26252510612847474,Good,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
258,0.7859194764450727,0.5366311944902336,Excellent,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
259,0.2580581875893443,0.3995781503093541,Good,1,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
260,-0.07185511794548592,0.8107372828519923,Excellent,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
261,-0.13783777905245198,0.6736842386711129,Good,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
262,0.8519021375520386,0.6736842386711129,Excellent,1,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
263,-1.4574910011917728,-1.3135849019516386,Average,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
264,2.1715553596913595,1.6330555479372688,Excellent,1,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
265,0.6539541542311406,0.26252510612847474,Good,1,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
266,-0.46775108458728215,-1.861797078675156,Average,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
267,-0.203820440159418,0.3995781503093541,Good,1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
268,0.19207552648237824,0.19399858403803502,Good,1,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
269,1.445746087514733,1.5645290258468292,Excellent,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
270,0.32404084869631034,0.4681046723997938,Good,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
271,0.19207552648237824,-0.4227401147759223,Good,1,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
272,-0.5337337456942483,-1.3821114240420782,Average,0,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
273,-1.2595430178708746,-1.1080053356803194,Average,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
274,-0.07185511794548592,0.05694553985715561,Good,1,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
275,1.445746087514733,1.084843371213751,Excellent,1,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
276,1.1158327819799028,0.6051577165806732,Excellent,1,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
277,1.2477981041938349,1.5645290258468292,Excellent,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
278,-0.46775108458728215,-0.4227401147759223,Good,1,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
279,-0.07185511794548592,1.153369893304191,Excellent,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
280,0.45600617091024237,-0.9024257694090002,Good,1,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
281,-0.8636470512290784,-1.176531857770759,Average,0,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
282,-1.3915083400848067,-1.4506379461325178,Average,0,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
283,0.45600617091024237,0.6736842386711129,Excellent,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
284,0.2580581875893443,0.6051577165806732,Excellent,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
285,-1.919369628940535,-1.5876909903133973,Average,0,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
286,0.9838674597659707,0.8792638049424321,Excellent,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
287,2.0395900374774274,0.8792638049424321,Excellent,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
288,0.060110204268446155,1.35894945957551,Excellent,1,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
289,1.445746087514733,0.3995781503093541,Excellent,1,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
290,0.7199368153381066,0.4681046723997938,Excellent,1,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
291,0.6539541542311406,0.05694553985715561,Good,1,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
292,1.313780765300801,0.26252510612847474,Excellent,1,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
293,-0.203820440159418,-0.6283196810472415,Average,1,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
294,-0.07185511794548592,0.26252510612847474,Good,1,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
295,0.7859194764450727,0.5366311944902336,Excellent,1,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
296,0.060110204268446155,-0.491266636866362,Good,1,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
297,-1.3255256789778407,-1.9303236007655957,Average,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
298,0.32404084869631034,0.33105162821891443,Good,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
299,-1.721421645619637,-1.5876909903133973,Average,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
300,1.577711409728665,1.2218964153946306,Excellent,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
301,0.9838674597659707,0.6051577165806732,Excellent,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
302,-0.6656990679081803,-1.0394788135898796,Average,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
303,0.060110204268446155,1.0163168491233114,Excellent,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
304,0.9178847986590046,0.4681046723997938,Good,1,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
305,0.5219888320172085,0.3995781503093541,Excellent,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
306,0.19207552648237824,-0.1486340264141635,Good,1,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
307,2.1715553596913595,1.2218964153946306,Excellent,1,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
308,-0.9956123734430105,-1.176531857770759,Average,0,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
309,-0.8636470512290784,0.1254720619475953,Good,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
310,-1.1275776956569425,-0.8338992473185606,Average,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
311,0.45600617091024237,0.4681046723997938,Excellent,1,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
312,-0.005872456838519888,-0.6283196810472415,Good,1,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
313,0.060110204268446155,-0.5597931589568017,Good,1,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
314,0.1260928653754122,-0.1486340264141635,Good,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315,-0.46775108458728215,-0.35421359268548264,Good,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
316,0.32404084869631034,-0.2171605485046032,Good,1,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
317,0.7199368153381066,0.8792638049424321,Excellent,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
318,1.1158327819799028,0.19399858403803502,Excellent,1,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
319,-0.203820440159418,0.1254720619475953,Good,1,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
320,-0.6656990679081803,-0.2856870705950429,Good,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
321,0.060110204268446155,0.6736842386711129,Excellent,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
322,0.5879714931241745,1.153369893304191,Excellent,1,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
323,0.32404084869631034,0.8107372828519923,Excellent,1,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
324,-1.5234736622987388,-1.1080053356803194,Average,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
325,-1.655438984512671,-1.5876909903133973,Average,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
326,1.0498501208729367,1.4274759816659497,Excellent,1,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
327,-0.3357857623733501,-0.5597931589568017,Good,1,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
328,-2.5132135789032293,-3.1638009983935103,Poor,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
329,1.0498501208729367,0.3995781503093541,Excellent,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
330,-1.655438984512671,-0.97095229149944,Average,0,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
331,0.32404084869631034,-0.6283196810472415,Good,1,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
332,-1.2595430178708746,-2.2044296891273545,Poor,0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
333,-0.26980310126638407,-0.9024257694090002,Average,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
334,1.577711409728665,0.6051577165806732,Excellent,1,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
335,1.1158327819799028,1.6330555479372688,Excellent,1,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
336,-0.3357857623733501,-0.08010750432372381,Good,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
337,0.6539541542311406,0.05694553985715561,Good,1,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
338,-1.1275776956569425,-1.2450583798611987,Average,0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
339,-2.7771442233310935,-2.135903167036915,Poor,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
340,-2.051334951154467,-0.97095229149944,Average,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
341,-0.5337337456942483,-0.5597931589568017,Average,0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
342,-0.3357857623733501,0.26252510612847474,Good,1,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
343,0.19207552648237824,0.4681046723997938,Good,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
344,0.060110204268446155,0.19399858403803502,Good,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
345,0.8519021375520386,0.26252510612847474,Good,1,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
346,0.3900235098032764,0.7422107607615527,Excellent,1,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
347,-0.26980310126638407,-0.5597931589568017,Average,1,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
348,0.7199368153381066,1.7015820700277084,Excellent,1,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
349,0.5879714931241745,0.33105162821891443,Good,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
350,1.379763426407767,0.33105162821891443,Excellent,1,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
351,-0.9296297123360444,-0.2856870705950429,Good,1,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
352,-0.005872456838519888,-0.8338992473185606,Average,0,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
353,-0.203820440159418,0.6051577165806732,Good,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
354,-1.3255256789778407,-0.7653727252281208,Average,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
355,-0.46775108458728215,0.1254720619475953,Good,1,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
356,-0.3357857623733501,0.19399858403803502,Good,1,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
357,-0.203820440159418,-0.5597931589568017,Good,1,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
358,-1.5894563234057049,-0.2171605485046032,Average,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
359,-0.46775108458728215,-0.491266636866362,Good,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
360,0.9178847986590046,1.4274759816659497,Excellent,1,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
361,-0.5337337456942483,-0.491266636866362,Average,0,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
362,1.2477981041938349,1.0163168491233114,Excellent,1,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
363,-0.9296297123360444,-0.7653727252281208,Average,0,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
364,-2.5791962400101953,-2.410009255398674,Poor,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
365,-0.46775108458728215,-0.6283196810472415,Average,0,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
366,-1.1275776956569425,-0.7653727252281208,Average,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
367,0.19207552648237824,-0.7653727252281208,Average,1,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
368,-0.3357857623733501,-0.2171605485046032,Good,1,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
369,-1.4574910011917728,-0.35421359268548264,Average,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
370,0.45600617091024237,1.0163168491233114,Excellent,1,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
371,1.1818154430868688,0.5366311944902336,Excellent,1,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
372,-1.3915083400848067,0.26252510612847474,Good,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
373,0.5219888320172085,0.33105162821891443,Good,1,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
374,1.0498501208729367,1.9071616362990276,Excellent,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
375,-0.46775108458728215,0.05694553985715561,Good,1,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
376,-1.3255256789778407,-1.7932705565847165,Average,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
377,0.9178847986590046,1.4274759816659497,Excellent,1,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
378,1.2477981041938349,1.7701085921181483,Excellent,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
379,0.32404084869631034,0.9477903270328718,Excellent,1,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
380,-0.005872456838519888,-0.35421359268548264,Good,1,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
381,0.9178847986590046,1.153369893304191,Excellent,1,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
382,1.379763426407767,2.112741202570347,Excellent,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
383,0.8519021375520386,0.8107372828519923,Excellent,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
384,-1.853386967833569,-1.3821114240420782,Average,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
385,-1.853386967833569,-1.7932705565847165,Average,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
386,0.060110204268446155,0.4681046723997938,Good,1,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
387,-0.13783777905245198,0.26252510612847474,Good,1,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
388,-0.5997164068012143,0.6051577165806732,Good,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
389,-0.26980310126638407,-0.35421359268548264,Good,1,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
390,0.45600617091024237,0.05694553985715561,Good,1,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
391,0.45600617091024237,-0.1486340264141635,Good,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
392,0.7199368153381066,-0.08010750432372381,Good,1,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
393,0.6539541542311406,-0.1486340264141635,Good,1,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
394,-0.5997164068012143,-1.0394788135898796,Average,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
395,-0.07185511794548592,0.33105162821891443,Good,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
396,-1.1935603567639086,-1.656217512403837,Average,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
397,-1.0615950345499765,-0.1486340264141635,Average,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
398,1.2477981041938349,1.35894945957551,Excellent,1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
399,0.5219888320172085,-0.4227401147759223,Good,1,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
400,-0.4017684234803161,-0.6968462031376811,Average,0,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
401,-0.46775108458728215,-1.0394788135898796,Average,1,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
402,-0.8636470512290784,-1.7932705565847165,Average,0,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
403,-1.1275776956569425,-0.2856870705950429,Average,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
404,1.445746087514733,2.044214680479907,Excellent,1,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
405,-0.7976643901221123,-0.6968462031376811,Average,0,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
406,-0.203820440159418,0.26252510612847474,Good,1,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
407,-0.07185511794548592,-0.2856870705950429,Good,1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
408,1.0498501208729367,0.7422107607615527,Excellent,1,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
409,-0.9296297123360444,-0.8338992473185606,Average,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
410,1.379763426407767,1.0163168491233114,Excellent,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
411,0.2580581875893443,0.1254720619475953,Good,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
412,1.1818154430868688,0.9477903270328718,Excellent,1,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
413,0.32404084869631034,-0.2171605485046032,Good,1,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
414,-0.203820440159418,-0.1486340264141635,Good,1,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
